tag,count
PaymentsToAcquireOtherPropertyPlantAndEquipment,1
OilAndGasProductionExpense,1
DeferredFederalStateAndLocalTaxExpenseBenefit,1
IncreaseDecreaseInDeposits,1
AuctionMarketPreferredSecuritiesStockSeriesParValue,1
PropertyPlantAndEquipmentCarryingAmountAtCostOfRevaluedAssets,1
InvestmentPropertyCompleted,1
FinancingReceivableCoveredAllowanceForCreditLoss,1
DeferredTaxAssetsOperatingLossCarryforwardsForeign,1
DeferredCostsCreditCardOriginationCostsAmount,1
DeferredTaxAssetsTaxCreditCarryforwards,1
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,1
ReserveForEqualisation,1
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,1
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,1
DeferredStateAndLocalIncomeTaxExpenseBenefit,1
IncreaseDecreaseInReinsurancePayables,1
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,1
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,1
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,1
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,1
DebtInstrumentBasisSpreadOnVariableRate1,1
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,1
GainLossOnSaleOfOtherAssets,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,1
IncreaseDecreaseInOtherOperatingAssets,1
RoyaltyExpense,1
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodWeightedAverageGrantDateFairValue,1
PaymentsToAcquireBusinessesGross,1
StockIssuedDuringPeriodSharesDividendReinvestmentPlan,1
InterestIncomeExpenseNet,1
IncreaseDecreaseInDueToAffiliates,1
AssetsDesignatedToClosedBlockOtherLongTermInvestments,1
LongTermDebtPercentageBearingFixedInterestRate,1
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,1
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo,1
OtherSellingGeneralAndAdministrativeExpense,1
PreconfirmationCashAndCashEquivalents,1
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,1
PostconfirmationPrepaidAndOtherCurrentAssets,1
PostconfirmationLiabilities,1
FinancingReceivableCoveredAfterAllowanceForCreditLoss,1
TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalLiabilityNoncurrent,1
PreconfirmationLeaseholdImprovements,1
PostconfirmationGoodwill,1
UnrecordedUnconditionalPurchaseObligationImputedInterest,1
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsAssetHeldForSale,1
UnusedCommitmentsToExtendCredit,1
TemporaryEquityDividendsAdjustment,1
DepreciationPropertyPlantAndEquipment,1
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,1
IncreaseDecreaseInFutureIncomeTaxExpenseEstimatesOnFutureCashFlowsRelatedToProvedOilAndGasReserves,1
PriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,1
TemporaryEquityNetIncome,1
ReceivablesChangeInMethodOfCalculatingImpairmentRecordedInvestment,1
ForeignCurrencyExchangeRateTranslation,1
SalesRevenueNet,1
GasGatheringTransportationMarketingAndProcessingCosts,1
IndemnificationAssetsRecognisedAsOfAcquisitionDate,1
PreconfirmationLiabilitiesSubjectToCompromise,1
HeldtomaturitySecuritiesUnrecognizedHoldingGain,1
FinancingReceivableModificationsRecordedInvestment,1
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,1
BankingArrangementsClassifiedAsCashEquivalents,1
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,1
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1
AssociatedLiabilitiesThatEntityContinuesToRecogniseToExtentOfContinuingInvolvement,1
RestructuringAndRelatedCostExpectedCost1,1
LoansAndLeasesReceivableForeignAllowance,1
ProceedsFromLegalSettlements,1
IncreaseDecreaseInDueToOtherRelatedParties,1
IncomeTaxesPaid,1
CurrentRecognisedAssetsDefinedBenefitPlan,1
TimeSharingTransactionsDeferredProfit,1
DeferredTaxLiabilitiesPropertyPlantAndEquipment,1
DeferredIncomeTaxExpenseBenefit,1
FinancingReceivableBeforeAllowanceForCreditLossAndFee,1
OtherInventoryDemo,1
IncreaseDecreaseInAccountsPayableTrade,1
ProceedsFromWarrantExercises,1
UnitsOfPartnershipInterestAmount,1
RevenueFromContractWithCustomerIncludingAssessedTax,1
StockIssuedDuringPeriodSharesIssuedForCash,1
PostconfirmationAssets,1
PaymentsToAcquireIntangibleAssets,1
LongTermPurchaseCommitmentAmount,1
InventoryRealEstateTimeshareAvailableForSale,1
PriorPeriodReclassificationAdjustment,1
UnsecuredBankLoansReceived,1
PaymentsToAcquireMarketableSecurities,1
StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures,1
PostconfirmationOtherAssetsNoncurrent,1
BusinessAcquisitionCostOfAcquiredEntityEquityInterestsIssuedAndIssuable,1
FairValueOfFinancialAssetsReclassifiedAsMeasuredAtAmortisedCost,1
AllocatedShareBasedCompensationExpense,1
RepaymentsOfConvertibleDebt,1
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,1
NoncurrentRefundsProvision,1
ValuationAllowancesAndReservesDeductions,1
DeferredRevenueRevenueRecognized1,1
StockIssuedDuringPeriodValueAcquisitions,1
LeaseAndRentalExpense,1
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,1
NetInvestmentInFinanceLease,1
